ID,stations,全日进站量,全日出站量,全日进出站量,800m开发强度,300m开发强度,800m人口密度,800m岗位密度,800m人岗密度,300m人口密度,300m岗位密度,300m人岗密度
58,北京西站,67682,60698,128380,1.275,0.832,1.8278,1.519,3.3467,1.1572,1.3044,2.4616
59,莲花桥,6783,6908,13691,0.661,0.296,1.8597,1.1884,3.0482,1.6301,1.2014,2.8316
60,南礼士路,18884,20052,38936,1.735,1.176,2.415,3.2426,5.6576,2.3389,3.3505,5.6893
61,木樨地,22269,22517,44786,1.444,0.921,1.8335,1.6351,3.4686,1.2587,1.7219,2.9806
62,军事博物馆,18873,19823,38696,1.148,0.933,1.7886,1.8344,3.623,1.371,2.3105,3.6816
63,永安里,30042,31082,61124,2.174,2.065,1.0692,2.4712,3.5405,0.7205,2.3433,3.0638
64,甘家口,6554,6789,13343,1.224,0.846,2.0229,1.5789,3.6017,1.4681,1.0681,2.5362
65,东大桥,31555,32746,64301,1.78,1.589,1.8896,2.4336,4.3232,,,
66,白堆子,12112,12513,24625,1.244,1.616,2.1057,1.5409,3.6466,1.8537,2.678,4.5317
67,朝阳门,48676,51519,100195,2.555,2.612,2.2225,3.6752,5.8977,2.7866,2.5474,5.334
68,车公庄西,13099,13767,26866,1.546,1.462,2.5918,2.143,4.7348,1.9349,5.6301,7.565
69,车公庄,23840,25380,49220,1.721,1.997,2.6186,2.5612,5.1797,2.2928,1.9078,4.2005
70,白石桥南,19878,20542,40420,1.76,2.361,2.3394,2.5278,4.8672,2.1124,3.2255,5.3379
71,花园桥,16064,16385,32449,1.407,1.37,2.4406,1.8724,4.313,2.6183,2.2927,4.911
72,动物园,11151,11228,22379,0.988,1.158,1.219,1.5188,2.7378,0.579,0.8892,1.4682
73,西直门,57006,57198,114204,1.585,1.187,2.3756,2.3367,4.7123,1.203,2.0585,3.2615
74,国家图书馆,18167,18153,36320,1.002,1.147,1.1212,1.5756,2.6968,0.9156,1.5724,2.4881
75,万寿寺,7799,7580,15379,1.358,1.088,1.7581,1.494,3.252,0.9599,0.7819,1.7418
76,积水潭,32639,31914,64553,1.126,0.921,2.6601,1.6206,4.2807,2.8196,1.6738,4.4934
77,安德里北街,7665,7858,15523,0.844,0.546,1.7617,1.3211,3.0828,1.7106,1.0737,2.7843
78,魏公村,22075,24041,46116,1.43,0.935,2.4329,3.1694,5.6023,0.7426,1.9613,2.704
79,柳芳,8395,8223,16618,1.634,1.971,2.2629,1.4207,3.6836,1.842,1.6254,3.4674
80,和平里北街,16625,17185,33810,1.253,1.297,2.2629,1.9549,4.2178,2.9815,1.9847,4.9663
81,大钟寺,15593,17792,33385,1.347,1.079,2.8305,2.2416,5.072,1.2923,1.317,2.6093
82,和平西桥,15837,15843,31680,1.595,1.607,2.2243,1.7147,3.939,2.5523,1.5586,4.1109
83,光熙门,9948,7421,17369,1.357,1.312,1.6387,0.7923,2.4311,1.2811,0.5903,1.8714
84,东管头,9012,9430,18442,0.845,1.176,0.7347,0.245,0.9796,0.6086,0.1925,0.8011
85,菜户营,4722,4457,9179,0.998,1.067,1.1516,0.3525,1.504,1.1837,0.2998,1.4835
86,丽泽商务区,22878,24625,47503,1.141,3.131,0.8609,1.5227,2.3836,0.82,1.5321,2.3521
87,西铁营,12167,12502,24669,1.179,1.665,1.4479,0.4172,1.8651,0.8127,0.3859,1.1986
88,景风门,15840,14691,30531,1.316,1.452,2.108,0.4877,2.5957,2.5006,0.4446,2.9452
89,玉渊潭东门,7000,7754,14754,1.139,0.731,1.4071,1.2695,2.6767,0.7193,1.1842,1.9035
90,红莲南路,10521,9972,20493,1.498,1.539,2.6403,0.802,3.4423,1.9182,0.5711,2.4894
91,二里沟,10619,11121,21740,1.62,1.259,2.1824,2.3025,4.4849,2.0163,2.0679,4.0842
92,科怡路,8560,8492,17052,1.724,1.202,1.5741,1.1979,2.772,1.7401,0.9723,2.7124
93,肖村,2651,2679,5330,0.834,1.664,0.849,0.3973,1.2462,0.6708,0.7147,1.3855
94,大红门南,4140,3558,7698,0.528,0.737,1.3226,0.2872,1.6099,1.3588,0.3315,1.6902
95,公益西桥,14558,14629,29187,1.269,1.798,2.4317,0.4671,2.8988,3.0366,0.6927,3.7293
96,丰台南路,10614,10113,20727,1.215,0.727,1.9194,0.6101,2.5294,1.3717,0.5077,1.8794
97,纪家庙,8273,8165,16438,0.837,0.964,1.1549,0.3895,1.5444,1.2595,0.3998,1.6593
98,首经贸,21029,20295,41324,1.193,1.36,2.0784,0.6249,2.7033,2.7444,0.7986,3.543
99,角门东,20265,19915,40180,1.576,1.549,2.6134,0.5944,3.2078,2.0652,0.5865,2.6517
100,大红门,10605,10112,20717,1.06,1.205,2.0298,0.4087,2.4384,1.6532,0.4388,2.0921
101,成寿寺,14623,13900,28523,1.01,1.047,1.3857,0.4262,1.8119,1.9461,0.6197,2.5658
102,石榴庄,13093,12480,25573,1.377,1.65,2.7077,0.5852,3.2929,3.3274,0.6297,3.957
103,草桥,53726,52354,106080,0.808,0.673,1.1204,0.3656,1.4861,0.9027,0.3182,1.2209
104,宋家庄,45086,42531,87617,1.44,2.283,2.8488,0.8046,3.6534,2.8201,1.1223,3.9424
105,角门西,19555,18624,38179,1.49,1.668,3.1915,0.5871,3.7786,2.6505,0.5699,3.2204
106,丰台站,47553,33197,80750,1.038,0.889,1.3289,0.3369,1.6659,0.7188,0.2522,0.971
107,海户屯,8729,8378,17107,1.241,1.338,2.2304,0.6138,2.8442,1.9709,0.6586,2.6296
108,分钟寺,5781,5465,11246,0.38,0.307,0.3839,0.1242,0.5081,0.1898,0.0806,0.2704
109,马家堡,10912,10642,21554,1.209,1.52,2.4672,0.5819,3.0491,1.6008,0.3378,1.9386
110,丰台东大街,7852,7550,15402,1.19,1.262,1.4274,0.3131,1.7405,1.7366,0.4342,2.1708
111,泥洼,8208,7975,16183,1.109,1.146,1.6583,0.3882,2.0465,2.0125,0.3577,2.3702
112,西局,13190,12545,25735,1.253,2.104,1.6464,0.5416,2.188,1.6753,0.7395,2.4148
113,十里河,39100,37165,76265,1.366,1.551,1.6748,0.9817,2.6565,1.283,1.4172,2.7002
114,七里庄,15947,15312,31259,1.404,1.457,2.1579,0.5675,2.7253,3.2394,0.8708,4.1102
115,北工大西门,17587,15922,33509,1.194,0.931,1.9223,0.6577,2.58,1.0103,0.327,1.3373
116,六里桥,23748,23350,47098,1.037,0.675,1.4446,0.3786,1.8231,0.8183,0.2087,1.027
117,劲松,23071,22032,45103,1.913,2.375,3.3309,1.167,4.4979,3.2891,1.6517,4.9409
118,平乐园,13082,12639,25721,1.693,1.52,2.3389,0.9904,3.3293,2.7181,1.1823,3.9005
119,大郊亭,8870,9514,18384,1.595,0.949,1.2245,0.906,2.1305,1.1319,0.5342,1.6661
120,双井,32496,33889,66385,2.266,2.549,3.8343,1.7785,5.6127,3.734,2.377,6.111
121,九龙山,28340,29518,57858,1.781,1.6,2.2247,1.3439,3.5686,2.4216,2.7203,5.1418
122,万寿路,13637,14017,27654,0.813,1.1,1.8987,1.0017,2.9004,1.9567,1.1956,3.1524
123,公主坟,13092,14417,27509,0.883,0.707,1.7678,1.3508,3.1186,0.619,0.9079,1.5269
124,五棵松,33644,34372,68016,1.329,1.249,1.9903,1.299,3.2893,1.8157,1.2824,3.0981
125,大望路,53253,57347,110600,1.878,3.493,1.2731,2.5702,3.8433,2.376,6.6007,8.9767
126,国贸,64935,66498,131433,2.796,3.382,1.1015,3.5816,4.6831,1.2351,6.7991,8.0342
127,金台夕照,29384,31713,61097,2.947,4.481,1.8012,3.6056,5.4068,1.9527,5.9187,7.8714
128,金台路,21832,21239,43071,1.424,1.351,2.0151,1.3359,3.351,1.4948,1.0716,2.5664
129,呼家楼,29781,30552,60333,1.948,2.11,2.13,2.5672,4.6971,2.5532,2.068,4.6212
130,西钓鱼台,20080,20797,40877,1.191,1.097,1.697,1.1894,2.8864,1.5091,1.6669,3.1761
131,海淀五路居,16165,16772,32937,1.117,0.927,1.7739,0.9254,2.6993,1.3091,1.3787,2.6878
132,慈寿寺,14095,13871,27966,1.074,0.845,1.5649,0.6468,2.2117,0.7929,0.4108,1.2037
133,朝阳公园,11214,11495,22709,1.326,1.72,2.1865,1.33,3.5165,1.4626,1.8545,3.3171
134,团结湖,26222,27059,53281,1.532,1.794,1.7542,1.7041,3.4583,1.5923,1.678,3.2702
135,农业展览馆,3644,4173,7817,0.838,0.211,0.6353,1.0544,1.6897,0.1683,0.3129,0.4812
136,枣营,9402,9816,19218,0.8,0.74,0.79,0.6083,1.3983,1.0052,0.5562,1.5613
137,车道沟,12414,12516,24930,0.874,0.601,1.4389,0.9351,2.374,0.915,1.0236,1.9386
138,亮马桥,27299,28073,55372,1.597,1.759,1.0243,2.263,3.2873,0.8819,2.8261,3.7079
139,东风北桥,6898,6882,13780,0.609,0.66,0.8319,0.4185,1.2503,0.3349,0.258,0.5929
140,长春桥,11512,11618,23130,1.362,0.111,1.4891,1.2043,2.6934,0.7899,0.5032,1.2931
141,三元桥,38620,41177,79797,1.586,1.334,1.5111,2.0646,3.5757,0.937,2.0931,3.0301
142,苏州桥,15234,15124,30358,1.577,1.234,2.7929,2.3416,5.1345,2.578,2.4695,5.0476
143,火器营,6674,5836,12510,1.01,0.456,1.803,1.0667,2.8697,1.0572,0.4582,1.5153
144,人民大学,21455,21364,42819,1.397,1.562,2.2649,2.4926,4.7575,1.175,1.7109,2.8858
145,安华桥,14378,14001,28379,1.317,0.627,2.0639,1.6812,3.7452,1.5872,1.1742,2.7614
146,太阳宫,22006,21995,44001,1.254,2.323,1.7885,0.9206,2.7091,2.5872,1.6147,4.2019
147,巴沟,18651,19663,38314,0.489,0.777,0.632,0.6654,1.2974,0.5131,0.6567,1.1699
148,苏州街,27597,28289,55886,1.682,2.398,2.612,4.529,7.141,2.3188,4.2207,6.5394
149,海淀黄庄,34999,34807,69806,1.66,1.833,2.7036,5.0583,7.7619,1.9378,5.2427,7.1806
150,西土城,27257,28535,55792,1.549,1.189,2.3261,2.6031,4.9292,2.1727,2.6074,4.7801
151,牡丹园,27180,27967,55147,1.481,1.04,2.8048,1.9162,4.721,3.1009,2.4707,5.5716
152,知春里,16460,17372,33832,1.534,1.554,2.6526,3.1851,5.8377,1.5389,1.3856,2.9245
153,知春路,22793,24027,46820,1.475,1.242,3.0105,3.292,6.3025,2.7981,3.8889,6.687
154,健德门,14128,13270,27398,1.498,0.522,2.5664,2.2117,4.7781,1.1222,1.3972,2.5194
155,北土城,11699,11503,23202,0.939,0.423,1.3284,1.2085,2.5368,0.6976,0.8449,1.5426
156,安贞门,23533,24509,48042,1.535,1.525,1.6758,1.774,3.4498,1.2288,2.6229,3.8517
157,惠新西街南口,20211,19943,40154,1.467,1.083,2.1923,1.33,3.5223,2.4479,1.5034,3.9513
158,芍药居,22693,21778,44471,1.357,0.765,1.8459,0.8312,2.6771,1.2882,0.7382,2.0264
159,中关村,24866,27710,52576,1.771,2.326,2.356,5.9629,8.3189,2.2197,9.8315,12.0512
160,奥体中心,5640,5305,10945,0.476,0.042,0.5061,0.8439,1.35,0.1466,0.2338,0.3804
161,惠新西街北口,20211,20565,40776,1.813,2.233,2.3125,1.6076,3.9202,2.0378,1.6032,3.6409
162,周家庄,4677,5004,9681,0.867,0.813,1.1645,0.6683,1.8328,1.1505,0.6718,1.8223
163,北太平庄,13151,13066,26217,1.282,1.365,2.3928,1.8088,4.2016,1.9205,2.0089,3.9294
164,五福堂,6434,6090,12524,0.67,1.147,0.8475,0.2769,1.1244,1.2949,0.4987,1.7935
165,西红门,24792,25911,50703,0.92,1.34,1.2536,0.4709,1.7246,0.6964,0.2263,0.9228
166,火箭万源,7680,7689,15369,0.621,0.867,1.2692,0.3963,1.6655,1.0325,0.2832,1.3156
167,东高地,5362,5219,10581,0.448,0.706,0.655,0.2785,0.9335,0.4373,0.2205,0.6577
168,旧宫,15455,15287,30742,0.658,0.858,1.1749,0.502,1.6769,0.9679,0.5935,1.5614
169,大葆台,7715,7438,15153,0.307,0.13,0.3289,0.1287,0.4576,0.2278,0.1123,0.34
170,和义,9722,9416,19138,0.754,0.858,1.6494,0.2861,1.9355,1.613,0.3288,1.9418
171,新宫,40562,39581,80143,0.871,1.148,1.2137,0.1899,1.4036,1.0406,0.2225,1.2631
172,郭公庄,11274,10712,21986,0.863,1.824,0.5844,0.2298,0.8142,0.5101,0.5469,1.0569
173,白盆窑,8960,8756,17716,1.058,1.272,1.0436,0.2487,1.2923,1.8203,0.3281,2.1484
174,丰台科技园,31518,33364,64882,1.753,2.229,0.7173,1.7722,2.4895,0.6375,2.2058,2.8434
175,花乡东桥,6640,6831,13471,0.468,0.519,0.8527,0.4753,1.328,0.8082,0.3019,1.1102
176,小红门,8885,8650,17535,0.746,0.672,1.2517,0.2833,1.535,0.9049,0.1765,1.0814
177,焦化厂,4057,3825,7882,0.588,0.048,0.6362,0.2452,0.8814,0.4802,0.1598,0.64
178,大瓦窑,6317,6269,12586,0.382,0.112,0.2887,0.067,0.3557,0.2532,0.074,0.3272
179,双合,8664,8521,17185,0.518,0.8,0.6942,0.2564,0.9506,1.0695,0.4674,1.537
180,垡头,10708,10119,20827,0.933,1.233,1.4374,0.4879,1.9253,1.741,0.5162,2.2573
181,郭庄子,9562,9269,18831,0.701,0.563,1.0617,0.18,1.2417,2.0187,0.3097,2.3283
182,大井,6954,6959,13913,0.628,0.381,0.9316,0.2217,1.1533,0.5357,0.1232,0.6588
183,欢乐谷景区,6015,5994,12009,0.828,1.041,1.0401,0.3768,1.4169,0.8957,0.3554,1.2511
184,南楼梓庄,5844,5525,11369,0.876,0.558,0.8976,0.3274,1.225,0.8999,0.3444,1.2443
185,化工,6844,6569,13413,1.111,0.848,0.6913,0.3369,1.0282,0.2761,0.1024,0.3784
186,百子湾,19407,20488,39895,1.604,1.981,1.2564,0.8043,2.0606,1.5283,0.9528,2.4811
187,八角游乐园,0,0,0,0.816,0.857,1.4101,0.6548,2.0649,1.2465,0.6649,1.9114
188,八宝山,0,0,0,0.775,0.341,1.696,0.5371,2.2331,1.1824,0.3936,1.576
189,玉泉路,46206,45457,91663,0.956,0.767,1.5224,0.6708,2.1932,0.9646,0.5089,1.4735
190,四惠东,22821,22840,45661,1.249,0.921,1.6584,1.632,3.2904,1.7957,1.808,3.6037
191,四惠,18358,19098,37456,1.107,1.112,1.1755,1.4909,2.6664,0.918,0.7439,1.6619
192,高碑店,10921,11251,22172,0.685,0.112,0.791,0.9717,1.7627,0.6232,0.9414,1.5646
193,十里堡,21602,22060,43662,1.546,1.567,2.3728,0.9983,3.3711,2.1276,0.9357,3.0632
194,青年路,30661,32374,63035,1.734,2.276,2.3164,1.3455,3.6619,3.3197,2.722,6.0417
195,田村,13458,13122,26580,0.944,1.362,1.4457,0.3706,1.8163,0.9669,0.3492,1.3161
196,廖公庄,5718,5244,10962,0.269,0.54,0.8293,0.2707,1.1,0.5863,0.2541,0.8404
197,将台,23679,25386,49065,1.239,1.666,1.3521,1.4559,2.808,1.683,1.855,3.538
198,茶棚,1451,1391,2842,0.358,0.277,0.6597,0.2349,0.8946,0.2557,0.1139,0.3696
199,万安,291,247,538,0.077,0.016,0.1604,0.0798,0.2402,0.0718,0.0408,0.1125
200,望京南,17738,18439,36177,1.433,1.337,1.5454,2.002,3.5474,1.252,1.0408,2.2928
201,万泉河桥,6755,6908,13663,0.669,0.29,0.7773,1.1698,1.9471,0.425,0.3403,0.7654
202,颐和园西门,842,1284,2126,0.026,0.027,0.0794,0.0421,0.1214,0.0608,0.0427,0.1035
203,北京大学东门,10790,10466,21256,0.979,1.312,1.552,2.3372,3.8892,1.459,3.1543,4.6133
204,阜通,16017,16866,32883,1.726,1.745,2.3002,2.5553,4.8556,2.8233,4.6445,7.4679
205,五道口,25189,26428,51617,1.663,1.584,2.6718,3.5321,6.2038,2.9429,4.1845,7.1274
206,望京西,12789,13111,25900,0.608,0.246,0.6711,0.4131,1.0842,0.8004,0.6248,1.4251
207,西苑,12789,10823,23612,0.337,0.149,0.6865,0.3122,0.9987,0.3382,0.2001,0.5383
208,望京,19875,19287,39162,1.816,1.371,2.8905,1.8079,4.6984,2.4958,1.5603,4.0561
209,圆明园,7135,6713,13848,0.311,0.255,0.7057,0.5775,1.2831,0.2767,0.2641,0.5408
210,清华东路西口,9759,9287,19046,1.155,1.368,1.071,1.4825,2.5535,0.521,1.2162,1.7372
211,六道口,14929,14623,29552,1.277,1.613,2.877,2.5369,5.4139,1.4255,1.375,2.8005
212,关庄,8125,9274,17399,1.052,1.656,0.7574,0.4809,1.2383,0.4216,0.2711,0.6927
213,北沙滩,8119,8239,16358,1.079,0.434,1.9362,1.5274,3.4635,0.7436,0.5809,1.3245
214,奥林匹克公园,17775,18912,36687,1.074,0.538,0.6393,0.6842,1.3235,0.3431,0.9066,1.2497
215,北宫门,6150,8556,14706,0.288,0.148,0.5975,0.2052,0.8027,1.2568,0.3844,1.6412
216,安立路,9677,9618,19295,2.168,2.834,2.2556,1.2614,3.517,3.2812,1.9578,5.2391
217,望京东,27794,31276,59070,1.374,1.265,0.9538,2.2666,3.2204,0.6733,2.5398,3.2131
218,大屯路东,17617,18323,35940,1.688,1.802,1.6388,1.1476,2.7864,0.8178,1.2056,2.0234
219,森林公园南门,6111,6607,12718,0.534,0.362,0.2842,0.3146,0.5988,0.154,0.2267,0.3807
220,东湖渠,14016,14039,28055,1.476,1.794,1.8103,1.6183,3.4286,1.9264,2.0203,3.9467
221,林萃桥,6406,6084,12490,0.395,0.451,0.2124,0.1935,0.406,0.1809,0.1792,0.3601
222,新发地,9231,7977,17208,0.424,0.282,1.0008,0.4583,1.4591,1.1529,0.4555,1.6083
223,十八里店,3391,3350,6741,0.08,0,0.3632,0.1036,0.4668,0.1985,0.0555,0.2541
224,学院桥,11199,11450,22649,1.187,0.663,3.08,3.0932,6.1732,0.9275,2.2128,3.1402
225,富丰桥,10590,10273,20863,1.323,1.481,1.4354,0.9838,2.4192,1.5479,1.5742,3.1221
226,看丹,2069,1887,3956,0.391,0.134,0.2284,0.1307,0.3591,0.1693,0.0873,0.2565
227,榆树庄,2781,2652,5433,0.478,0.087,0.24,0.0866,0.3266,0.445,0.1528,0.5979
228,学知园,11729,12101,23830,1.088,1.508,2.8837,2.2466,5.1304,5.7294,5.1495,10.8789
229,义和庄,7773,7607,15380,0.506,1.295,0.5128,0.1699,0.6826,0.7978,0.2127,1.0105
230,黄村火车站,8929,8392,17321,0.777,0.766,1.397,0.5368,1.9338,1.4856,0.4874,1.9731
231,良乡大学城西,11114,10842,21956,0.683,0.563,1.2835,0.3699,1.6534,1.3209,0.32,1.6409
232,良乡大学城,8223,8064,16287,0.646,0.849,0.9704,0.5211,1.4915,0.6501,0.653,1.3031
233,良乡南关,7304,7420,14724,0.735,0.908,1.6991,0.5492,2.2483,3.3631,0.7808,4.1438
234,苏庄,7808,7717,15525,0.827,0.856,1.3181,0.7766,2.0946,0.7995,0.6543,1.4538
235,阎村东,4621,4484,9105,0.185,0.251,0.1525,0.175,0.3276,0.0777,0.1196,0.1973
236,良乡大学城北,8819,9261,18080,0.617,1.048,0.5958,0.3468,0.9427,0.7761,0.5862,1.3624
237,黄村西大街,13556,13474,27030,1.36,1.252,3.1922,1.0918,4.284,4.3929,1.8614,6.2543
238,大兴新城,3280,3042,6322,0.365,0.036,0.4862,0.2673,0.7535,0.162,0.1103,0.2723
239,清源路,11627,11234,22861,1.354,1.072,1.9334,0.6715,2.6049,1.0758,0.3925,1.4683
240,广阳城,7050,6988,14038,0.368,0.218,0.5872,0.2875,0.8747,1.2816,0.4713,1.7529
241,枣园,15291,14989,30280,1.493,1.556,3.1441,0.7423,3.8864,4.0533,1.0166,5.0699
242,篱笆房,12716,11641,24357,0.262,0.4,0.4454,0.49,0.9354,0.4869,0.2278,0.7147
243,瀛海,20799,19430,40229,0.713,0.495,0.2914,0.1039,0.3952,0.2377,0.0851,0.3228
244,高米店南,11348,10812,22160,0.956,1.133,1.614,0.5587,2.1728,1.1951,0.5487,1.7438
245,长阳,27688,27434,55122,1.186,1.338,1.7022,0.427,2.1293,2.247,0.9515,3.1985
246,同济南路,16703,16686,33389,0.726,1.282,0.562,0.5156,1.0776,1.2748,0.5991,1.8739
247,高米店北,10060,9943,20003,0.829,1.425,1.7255,0.693,2.4185,1.4357,0.4712,1.9068
248,德茂,5271,5434,10705,0.517,0.708,0.4722,0.2548,0.7271,0.5888,0.325,0.9138
249,荣昌东街,12925,13835,26760,1.169,0.992,0.3939,1.7297,2.1235,0.3466,2.7557,3.1023
250,经海路,16154,19470,35624,1.083,1.315,0.4606,0.8709,1.3315,0.5452,0.7632,1.3084
251,荣京东街,11482,12130,23612,1.305,1.665,0.6433,2.0827,2.726,0.8412,2.5606,3.4018
252,稻田,14647,13946,28593,0.592,0.547,0.3019,0.1285,0.4305,0.3731,0.1949,0.568
253,次渠南,6736,6179,12915,0.743,0.334,0.8807,0.3133,1.194,0.5513,0.1186,0.6699
254,亦庄桥,6289,5391,11680,0.478,0.523,0.7739,0.1974,0.9712,0.6569,0.144,0.8009
255,万源街,6395,6750,13145,1.041,1.568,0.9469,1.7072,2.6541,1.2117,2.4058,3.6175
256,次渠,5199,4703,9902,0.143,0.064,0.4467,0.1981,0.6449,0.2396,0.1928,0.4324
257,亦庄文化园,4503,4410,8913,0.841,1.269,1.125,0.7914,1.9165,1.5617,1.0333,2.5949
258,亦庄火车站,2860,2461,5321,0.115,0.066,0.1157,0.1407,0.2563,0.0964,0.1165,0.2129
